Campaign ID,Total Funds Raised,Number of Donors,Average Donation Size,Attendance Numbers,Funds Raised at Events,Participant Feedback,Marketing Spend,Cost per Acquisition,Return on Investment (ROI),Event Type,Event Date
1e8b43d3-a20d-4c87-b11e-cf1fcf1e716f,72587.23,309,1032.06,964,13942.69,Positive,7983.26,62.74,3.75,Auction,2024-03-29
9b85ce0f-18c7-4ec9-99aa-44eb087b1401,87540.31,478,730.68,563,44727.0,Neutral,7163.64,89.26,1.52,Dinner,2023-10-15
d0baf8a0-ab99-40e3-84ee-46c832e3642e,81562.4,169,919.36,963,35103.87,Positive,3464.59,53.51,6.61,Auction,2020-10-18
76fe442d-2194-407f-b9e6-fb31693ecc0e,24523.09,147,1655.05,463,45438.65,Neutral,3596.21,92.99,5.89,Marathon,2023-05-25
bedbac15-3f21-4fa0-be26-196bd20ba7c3,2991.46,83,578.84,567,33641.14,Neutral,1798.76,8.32,5.41,Gala,2020-10-03
3ab0cfd2-f307-4f8d-a4d5-0190c5775433,1904.91,162,443.24,755,3941.85,Neutral,788.51,15.35,7.84,Dinner,2020-01-12
28c8365c-6801-4d5b-b9e4-d5b2908302df,53033.19,401,612.49,496,42925.8,Neutral,7755.84,56.84,4.07,Dinner,2023-11-28
4458c248-4ed3-42d2-8c11-ee46a8182b9a,93242.06,275,787.84,552,31357.59,Neutral,2719.43,15.69,1.54,Gala,2023-08-06
70ef225b-9ccf-4d0b-ae31-7835311005c3,48793.79,159,1109.92,505,10419.6,Positive,7115.47,73.47,2.48,Marathon,2022-08-20
f7c371f4-4e50-43ac-9c04-124aa9d9d9b0,81059.49,119,1537.56,251,14453.8,Neutral,3664.9,91.6,6.65,Marathon,2024-06-16
65c8acf7-8e6f-4fc5-9850-f4015c31d87e,81736.86,70,1600.82,825,10818.52,Neutral,1915.5,94.93,9.41,Auction,2020-09-03
3fc3aeda-e089-4dca-aa63-83d438bf476f,80024.41,401,1495.21,691,1991.22,Positive,3580.52,83.89,4.53,Marathon,2021-06-11
0eb89596-f9b3-4f04-9fd1-ab5ee9f6fe27,96585.29,448,1986.05,988,10636.72,Negative,2161.97,60.46,5.31,Dinner,2023-11-15
1e3519ff-f9b1-4b2f-98bf-675fe7558cb0,88480.38,444,121.03,658,39127.54,Positive,8542.21,61.82,6.93,Dinner,2021-05-16
59f42d86-cc2b-4810-9ffb-6787959d82fa,37749.14,53,1117.61,679,49473.93,Neutral,5595.29,13.36,2.27,Dinner,2021-09-03
08561d95-a183-456f-a2b0-562d8dd181ad,61191.64,461,594.16,559,13598.61,Positive,2412.66,37.15,2.35,Marathon,2021-12-14
cc05049d-8565-4574-883e-7e148a42be34,97753.66,242,105.77,447,13205.75,Positive,6965.33,50.14,1.98,Dinner,2021-05-04
478db387-2c18-483b-bfd4-2e10a7061a7a,10468.38,79,430.56,875,10176.88,Positive,5611.68,83.31,1.11,Marathon,2022-12-03
6eee3067-a277-4968-98a7-135e099477c6,29870.08,177,229.83,28,17477.91,Positive,1335.46,65.7,7.48,Dinner,2023-05-30
d2301869-4f34-4b39-819f-25e5c8868357,32229.26,85,201.16,997,48433.88,Neutral,4289.17,84.06,5.38,Marathon,2021-06-24
c6eac183-ea24-4ac6-830b-c79c7fcb2ccc,42224.78,274,1328.19,953,1463.55,Positive,4002.04,36.92,1.69,Marathon,2022-12-20
d50e1882-b181-44c8-8ad8-8c57f2a56bd5,86381.4,97,1658.12,512,18113.45,Positive,6851.58,60.84,5.35,Auction,2020-12-23
2b469bee-5a64-46f1-97a2-2ffa4b7f01a8,35819.79,410,1668.52,131,15218.81,Negative,9449.42,13.87,9.07,Dinner,2021-10-22
82b3b365-c98b-4a87-aa5b-7c26dafc8498,83539.42,479,638.09,51,26104.23,Negative,531.58,8.26,8.18,Dinner,2022-08-21
586e7e9d-94d4-4352-8604-53058a70586e,51404.77,204,1491.11,795,32161.5,Negative,6791.11,73.75,8.69,Auction,2022-03-30
41ab3da6-bbf1-4354-8802-40f5ec67ba0d,67108.07,168,1213.65,557,39287.84,Positive,7105.72,60.25,5.46,Auction,2021-05-07
c476db7c-8678-40e1-ba00-b9610806f613,26168.9,329,496.44,547,28770.99,Positive,5335.76,95.59,4.63,Gala,2023-09-30
6fe3caed-41fb-4077-8521-0d029e09320d,20579.22,442,271.15,130,19367.29,Negative,5870.15,92.92,4.16,Gala,2023-03-20
df252432-9a59-45b6-bf37-a9155d7d13a6,57800.93,385,64.24,265,24954.88,Negative,2841.85,62.96,5.5,Gala,2024-02-03
5b738170-15c2-44ca-888a-65911d11a250,30349.34,412,761.09,194,23836.73,Negative,4405.91,20.62,8.53,Marathon,2021-04-26
2628327a-debd-47c7-b753-65e85dbe3254,95795.52,83,1290.5,910,1339.84,Neutral,5153.87,16.27,2.93,Dinner,2022-11-10
ccf56582-36a1-4009-8d3a-b951d876bddf,27593.85,252,477.85,264,19418.64,Positive,8836.29,35.96,4.56,Marathon,2021-11-21
5e76912a-cca0-4d85-89a8-f1bc433a7ca2,31611.09,472,75.52,802,3657.64,Negative,1976.5,13.62,0.59,Dinner,2022-03-18
8f17ccda-28da-445b-bebc-2e22f4b88150,16314.94,312,1488.53,766,49414.09,Neutral,9811.57,58.09,6.47,Marathon,2024-01-08
6019744e-fa94-471d-892c-e6671bf735c4,45241.44,414,1467.69,324,8050.5,Positive,9291.97,97.37,7.73,Dinner,2020-11-07
31f96430-524f-483c-b4e6-60bcb5456898,42615.17,274,1917.35,610,32204.32,Negative,7560.46,14.23,3.41,Gala,2022-03-06
db372444-28d6-44a7-b707-784af8ce39b3,86805.77,157,123.38,318,43608.46,Neutral,8262.1,36.56,4.67,Gala,2023-08-21
b1b1e1cc-6fb5-4654-9771-307ae7702059,65801.05,393,25.16,391,26532.52,Negative,1695.93,86.71,9.5,Dinner,2023-09-21
bbca2964-ccbc-43b2-a737-c93a694156b4,29717.43,427,581.51,186,43859.83,Negative,4872.06,50.1,9.57,Gala,2023-11-16
eabae8dd-c530-41f5-b76e-265a6de896cc,60970.79,273,504.47,165,15938.76,Neutral,9357.76,31.04,5.26,Gala,2022-02-28
2eb6a287-1d00-4f45-b2f2-7e70575c40ff,76677.93,344,970.48,772,26827.34,Neutral,7644.79,37.04,9.65,Gala,2021-06-12
7521f358-3c2e-4f58-9182-13dfd270aa80,81888.34,385,864.34,916,47533.62,Neutral,7764.57,97.12,8.97,Dinner,2021-06-27
86297c88-8589-42cf-b7a0-1d59e172503e,72779.23,303,1436.44,870,30247.96,Positive,2551.28,70.92,1.33,Marathon,2021-05-28
c346364c-1ff9-485e-bd9b-0a32172456d7,57394.98,453,541.71,480,9939.21,Negative,9328.92,61.09,2.83,Gala,2021-05-13
0a12de92-6550-4f8c-bae1-d7a938744e01,9276.48,169,1428.53,936,44040.53,Positive,4183.97,11.37,6.34,Auction,2023-11-06
50fde3a5-fe18-4446-993d-d9a99fc24652,82404.55,181,931.79,676,3754.9,Neutral,2255.4,34.32,3.15,Gala,2020-01-15
c69e8b2d-3804-49aa-8d77-9b63bcf32646,50107.06,494,1400.18,419,15082.32,Positive,3090.95,32.95,0.76,Marathon,2021-03-07
477ddf12-c8a2-4dc5-aa5d-3aa1663b56df,78370.67,199,783.75,577,36944.14,Negative,4086.49,62.23,6.99,Auction,2023-07-27
ded79d9a-374d-4661-bfb3-191edf3c80ef,71806.68,59,1876.12,41,25952.44,Negative,5767.46,89.51,1.64,Auction,2021-03-23
9e24c770-bdf3-4098-a562-643112c8beb2,52599.27,184,1262.79,622,45759.43,Neutral,3487.95,75.77,5.49,Auction,2023-04-20
796aff97-2397-4802-a339-d6c049ddb0b9,55140.27,414,1993.34,526,45040.72,Negative,7176.78,57.67,3.51,Auction,2021-05-24
452d6e5d-fd30-4598-95a6-39a33c68f8de,28887.9,440,108.19,686,18949.0,Neutral,4251.43,76.25,5.99,Auction,2020-02-07
fccd13d4-ede9-44c5-ab1d-2bb52f60dd6d,54576.89,100,907.42,684,11414.92,Negative,9158.88,42.06,7.73,Auction,2022-03-04
715f8ccf-ace2-4fe9-bae4-abb20188f1f3,66992.88,394,771.93,516,17605.45,Negative,607.78,69.06,3.13,Gala,2020-02-14
ac368d6b-bd1b-42a2-9615-7c109bdaee9b,96622.29,411,940.82,406,44575.2,Neutral,6069.78,85.57,9.83,Auction,2021-04-11
5dd2487a-4cfc-44be-bea3-c61892a24baf,39699.38,237,427.76,559,19220.41,Negative,8888.97,10.77,6.38,Marathon,2020-09-25
b760d8ac-5099-4924-9e67-052911619fd3,71504.9,143,280.47,518,45083.1,Positive,3488.12,93.98,2.01,Gala,2021-12-15
ca58153f-432a-4b9c-b813-16f67ce3b1d2,19717.62,386,1046.72,395,22622.07,Positive,9382.63,65.58,6.8,Marathon,2024-01-21
7cd61efd-6cb1-4c61-906b-085ccd2580a6,41669.9,349,77.17,697,39369.71,Negative,598.62,62.15,4.07,Auction,2021-06-04
cda103d3-cdd7-497e-af17-ed7aa73638ba,11109.36,384,455.01,316,5484.63,Neutral,818.85,37.16,1.49,Dinner,2024-03-13
97a71a38-a818-4ee9-84bd-b0a5c5a501bc,98533.73,328,198.25,397,9134.05,Negative,1720.91,89.88,4.25,Dinner,2023-02-23
840eb888-aac5-4332-aaf2-8ea4d866403d,27543.59,135,479.39,172,6381.03,Positive,5680.54,24.46,9.24,Marathon,2024-03-06
ee243aa8-6874-4e37-9a4b-a3ac57d51896,4147.99,88,824.97,302,46170.69,Neutral,5115.17,30.05,2.69,Dinner,2020-05-19
2ee1c16c-4e54-488d-99af-173912c4e27b,57401.1,369,1421.57,544,15157.44,Neutral,5241.31,51.91,2.1,Marathon,2020-07-06
69ecc61b-0c9e-4f28-9cf0-6a380570c0e5,80437.49,364,1156.93,343,44193.17,Neutral,9964.03,95.12,0.85,Auction,2024-05-23
1460656f-0cde-44c6-be3e-e128c86be439,19691.96,340,79.64,904,4700.0,Negative,2656.94,28.14,9.63,Gala,2021-09-10
2b3a8943-c99e-4ed0-bd18-62d9d3b7f243,94909.45,291,791.91,937,36595.62,Negative,7404.51,81.43,3.44,Dinner,2024-01-23
f3a83770-fc7f-4af9-8187-89ca494cfe7f,35500.75,102,301.57,860,49994.29,Positive,6009.86,53.1,4.95,Dinner,2021-12-15
6f2cff2f-cc5b-492f-b00d-74fd3b7005a1,48668.82,258,756.56,810,27418.84,Neutral,4735.87,39.19,4.58,Dinner,2020-10-26
604fafcd-5b5b-4bc0-a0cd-ab91d79206cf,70579.78,438,1643.4,273,4874.08,Negative,2761.76,81.35,1.35,Marathon,2020-12-18
774880e0-b75c-4e75-aee2-997ebd81ac44,5336.49,422,836.19,770,4110.25,Positive,5400.44,98.48,3.63,Dinner,2021-10-02
ce631b90-d3ea-4a8c-9d9d-ad060c1bed34,55076.24,325,1106.03,668,16262.84,Neutral,464.5,62.13,9.34,Marathon,2020-04-08
a9462afe-79f9-4d4c-977c-0a03977774aa,83352.43,394,1393.69,603,22680.55,Positive,2835.33,56.46,7.92,Gala,2020-03-04
06beaad6-a418-4a81-9f2a-72bc1c8755d9,19088.58,120,815.06,963,46546.95,Positive,2288.08,94.55,7.89,Marathon,2022-11-28
93b01992-af40-4ece-8538-97c7f4c6c959,95750.72,136,1632.47,87,9847.36,Negative,9409.84,75.21,9.11,Gala,2020-01-17
8ed3206c-fa9b-4fc5-b2ce-23711702e38a,39528.03,88,383.17,835,33028.29,Positive,5986.89,56.39,5.09,Gala,2021-09-20
f75481d0-2d43-4e2c-9425-ad51d614e5f6,30572.25,421,1065.76,864,20156.29,Positive,6201.73,91.55,1.17,Dinner,2021-01-18
871b58e3-b1f9-4e5b-9d56-1dbc8beb21b3,22949.72,403,1067.34,867,4692.89,Negative,1823.6,39.42,2.35,Marathon,2023-02-04
928eb2ab-223d-4758-985f-e80b52ff3dd6,47825.52,214,1545.73,730,23283.29,Neutral,4195.01,59.31,9.66,Gala,2022-10-06
02627e8a-bb3e-4430-b3f8-086bf5d81722,8954.43,105,845.7,430,34785.46,Positive,4028.31,82.21,6.36,Gala,2020-08-12
28526f96-5ce2-43e9-9ee7-1192f9c44c97,82172.92,122,1751.68,606,48081.5,Negative,8684.24,78.34,5.21,Gala,2023-01-26
f5ab009c-c6b1-4a94-9a28-11675958a263,22759.51,354,677.24,788,1456.91,Neutral,3421.84,8.32,4.86,Marathon,2020-10-29
a4abdc29-9fd9-4ec9-9a6c-eeb1b966401f,71179.28,157,1129.63,855,27333.19,Neutral,7142.09,52.54,1.85,Gala,2020-12-05
68935ff3-946e-411f-8d69-bc4d1784a2f0,88035.8,199,209.37,601,29834.76,Positive,3825.89,82.62,1.42,Auction,2022-02-23
92dae87e-bc9f-48e7-b17f-4009ee977306,62454.61,50,314.82,307,42747.5,Positive,5291.08,21.5,1.8,Gala,2022-10-21
2f119327-c84d-4716-ab88-b260d726e116,53443.22,133,525.78,137,1761.96,Positive,1519.07,88.58,9.34,Marathon,2021-01-07
20aa97d9-0d17-4add-bbed-ad7d28c90bcd,48006.21,250,1282.23,962,29659.73,Neutral,8147.54,7.45,9.12,Dinner,2021-11-28
0ca1858d-b2b9-4d37-8dc3-1315993df144,30444.76,398,840.24,934,35743.77,Positive,1781.77,73.01,9.37,Marathon,2023-05-31
a81359c9-9eb8-4ac0-9547-e12a21a82fce,60564.63,312,574.75,807,11763.03,Positive,7460.27,56.29,9.44,Gala,2022-03-28
5aad6ac5-9775-47a1-a3f1-aec86bc99165,13109.32,149,1938.14,996,30593.76,Negative,6114.68,26.39,9.08,Gala,2023-01-12
c408e408-c241-461a-a3e3-61f0ace8b418,44878.9,76,675.8,934,34969.31,Positive,1861.62,97.74,6.9,Dinner,2020-11-17
1918c10d-c5b4-4b74-82bf-7cc8226364f3,57515.07,340,430.2,56,12680.99,Negative,4060.76,15.37,4.45,Dinner,2024-03-10
a170cd2f-d0f3-4a77-9ab4-2258871ded6b,42014.02,321,1210.81,474,19085.87,Neutral,290.95,71.37,1.02,Marathon,2021-09-12
69f9d6cf-5ea6-4c40-a7b0-a849449f09a4,69402.44,370,949.62,280,10374.88,Negative,3568.19,20.67,7.28,Gala,2023-05-10
ec1635aa-bc19-4fd2-a9a0-f453cdf4213c,85024.03,91,1159.11,146,36616.45,Negative,9316.45,33.99,8.94,Auction,2020-07-20
ac1638e9-34cf-4c01-9daa-9a6008031da6,60520.41,279,1543.03,852,33996.86,Positive,565.59,95.75,9.62,Gala,2020-07-16
1aef9094-1f90-48aa-88ce-8d628680057d,47488.0,454,1073.34,850,24265.86,Negative,2601.07,25.99,8.03,Dinner,2023-04-22
387d9ffe-0c3f-4487-a5ed-42cd1c019fdf,77704.21,170,159.11,771,12061.19,Positive,1831.74,30.82,1.94,Auction,2022-05-20
d0c08d6d-67e2-45d1-8f6b-73a1317d4468,73889.31,98,1127.57,570,18097.42,Neutral,2850.23,7.0,6.32,Marathon,2020-08-14
68a0b5ea-4ad4-4008-b334-b29fd05ac48a,3525.8,253,12.97,777,29656.02,Positive,7696.57,8.85,1.15,Marathon,2022-12-23
bae3c2cf-8ff7-41d7-94dc-91d51e2f9449,74591.38,500,304.74,201,27641.15,Positive,6302.36,64.15,9.8,Dinner,2020-04-14
1c06e4f1-4d0d-40c2-801b-59d7b1e39265,1068.51,472,1589.28,911,31495.86,Positive,1702.84,74.31,9.02,Dinner,2020-03-05
60ae7cbd-d58e-412e-8539-5cc851757ca5,38929.72,235,100.26,676,8272.17,Positive,2983.07,48.4,3.11,Marathon,2023-04-24
996fee6a-d85b-4955-9895-f8c3bd16e639,97236.49,144,1564.16,556,33448.44,Neutral,7341.52,6.7,4.62,Gala,2023-05-29
4dc6e3d8-c0b0-4749-8057-653b8dbe7ce6,69349.17,338,1764.92,654,33298.24,Negative,4196.47,88.4,5.97,Auction,2020-11-01
943bd1c3-6e5c-465d-846f-1fa35ccd2787,76565.57,102,823.6,567,1720.55,Negative,9883.63,67.77,7.51,Auction,2021-09-22
9b9d4319-d5ad-4147-a9f7-ddb836067e9b,96269.6,485,23.49,880,26588.02,Neutral,4630.05,35.41,5.7,Dinner,2023-10-31
ad300f10-e091-4632-b641-2757e755abab,37174.92,134,1850.89,911,19281.99,Neutral,6015.91,39.32,7.51,Dinner,2022-05-13
d6f14b1c-77b4-43f9-b285-63040d5ec0c1,12304.59,88,1088.45,732,12358.61,Neutral,2817.38,61.55,5.52,Gala,2021-08-30
51091886-4df0-4446-bab4-d6ca29ef0da2,64938.28,445,45.45,589,16227.71,Neutral,540.93,65.58,1.53,Gala,2021-08-16
c8054e8f-41a2-439a-a343-71675bb835f5,67591.18,414,617.26,329,25315.43,Negative,9479.11,15.15,6.42,Marathon,2020-11-22
f9968bc0-62b2-4a1e-80ff-a9952c908675,7891.07,340,105.06,320,27423.09,Neutral,2583.81,22.51,6.75,Dinner,2022-08-23
0d575f45-96dd-4d74-907c-f9e517b4e19d,3100.47,293,451.03,163,32753.84,Neutral,4342.42,47.95,9.36,Auction,2021-02-05
922ef9a7-90f4-4ee9-bce7-fc4cc1ba66ee,79536.21,379,1021.25,649,786.64,Negative,1142.55,81.58,2.31,Gala,2020-11-17
cc7e1231-c508-4285-b6f4-f9ca22f3c55a,17469.73,164,1569.26,502,28044.39,Neutral,5080.95,62.48,3.73,Auction,2022-04-01
22edb4a6-bc3b-492d-aec7-04815ec45e31,47344.66,466,1853.48,461,18059.98,Positive,938.85,16.91,7.45,Auction,2022-08-13
ab7990ff-bca9-458d-be47-7830cd0e0a64,69951.1,364,267.29,782,34838.82,Negative,7178.73,58.15,1.23,Dinner,2022-11-19
89e574b8-d9df-462e-848f-c8b5b545118f,4736.68,299,113.48,129,15515.23,Negative,6184.39,25.26,3.66,Gala,2021-12-19
f22a6fd1-b6a6-4dcb-bdca-d98e9c915a1a,34066.51,311,1093.92,233,27216.03,Negative,9499.88,71.72,7.83,Dinner,2022-12-13
143a78df-0f7a-4097-9709-061fa193477a,50179.88,368,1365.12,848,732.33,Neutral,9644.31,15.99,1.09,Gala,2021-11-22
77147f52-5908-4d1b-a4fd-e50b1c2b1117,29112.15,154,1833.5,504,20730.11,Positive,5821.98,69.5,4.2,Auction,2023-09-21
954726fb-6b22-4102-bbc7-b78c082d88ae,1641.02,462,1706.71,89,29225.82,Neutral,3018.68,89.08,5.51,Dinner,2021-10-26
31c32000-a4a1-4a5a-9338-2ce96de79245,27091.94,225,1397.5,927,13904.1,Negative,4981.32,89.31,9.89,Gala,2023-06-08
3b049b29-3f1b-4058-b227-bf7f4ec577cb,69991.49,191,127.33,764,47792.48,Negative,3209.06,89.01,0.22,Dinner,2022-05-30
f5fb683b-53e5-4b4e-b169-09b87339a56c,32859.15,473,1280.08,921,34163.3,Positive,7022.75,36.96,4.22,Dinner,2023-05-11
c3975c48-aecc-4fb4-91cb-f1d1452e9fcd,84676.78,137,954.66,246,30393.21,Positive,8454.4,6.54,4.01,Auction,2023-04-27
67dc04ee-f6fa-478d-a016-483f30cc30a7,21344.54,427,201.77,263,45669.78,Negative,1034.64,85.87,3.71,Marathon,2023-10-31
1c590b76-b8d6-40b6-8eab-34aae8053e6c,61179.44,318,1038.32,593,47786.32,Neutral,2386.25,16.35,8.71,Auction,2021-06-02
216fa383-7fa6-483d-8139-d9c90b12f762,79469.29,183,1838.19,128,6917.87,Positive,304.51,38.26,0.83,Marathon,2024-01-26
5fc902d3-13c4-431d-b16e-02110a9730cb,99129.11,252,750.72,695,27382.12,Neutral,4162.04,47.8,6.38,Gala,2021-08-27
a61b113d-91fd-4f69-be7a-745c024bd3b1,8785.79,115,268.64,62,44783.92,Negative,8379.28,41.7,2.66,Marathon,2021-10-30
d0984764-ff18-443d-8a24-04b90ab91c2b,87835.22,315,1453.92,322,36338.01,Negative,809.52,80.78,7.89,Gala,2020-10-12
21000bd2-d614-4e3e-b72f-0870ea39e53a,47612.58,216,1614.4,282,47123.3,Negative,8596.94,77.13,0.94,Auction,2020-09-15
d9a0e8cb-7344-4517-bfcb-c85e424c84e9,94036.15,77,1991.97,759,12393.39,Neutral,9614.41,81.49,5.28,Marathon,2021-12-07
8c3bf0fb-bbba-47cc-beae-6c988755e4fb,24983.19,89,87.83,329,5976.05,Positive,4763.61,68.09,0.47,Dinner,2024-04-30
37ee31cc-716b-44ea-b86d-df8ba4d0079a,92342.09,401,1015.85,103,40337.06,Positive,9301.56,81.9,7.13,Gala,2024-01-18
e93bd2db-90da-41bd-b1d3-d356c0d601f1,21073.13,275,1522.46,579,13242.52,Negative,4960.46,41.8,7.26,Marathon,2021-02-19
4301e229-14ee-487e-9d52-cf63d888849f,16099.55,55,1317.95,874,30171.25,Neutral,3356.05,58.82,1.8,Gala,2021-07-29
0ecfa9ba-ddb5-4aed-bd70-05816fa55e77,15201.59,122,1997.11,684,16586.84,Negative,8259.42,82.47,1.92,Marathon,2023-07-14
c158ad9b-2dff-4ed8-849b-d8b4d14ef76e,20737.66,182,1814.53,780,42091.58,Positive,9842.68,64.25,3.7,Gala,2023-11-13
586bb374-b6b7-4894-8d38-ea0d4ec90f55,5664.6,273,919.05,493,42533.34,Positive,2131.23,18.67,3.44,Dinner,2020-06-17
6c06066d-38c4-4387-8e7a-7d92812bfa0e,98574.5,281,593.38,448,32027.05,Neutral,3568.92,53.14,1.37,Auction,2021-07-31
37033d67-0177-4a5e-87dc-f1a518c8b70b,98884.25,70,702.01,75,16483.65,Positive,7829.09,28.37,9.22,Dinner,2023-07-09
544e2424-2b4f-4a16-9d4b-c35154f70e85,36349.35,228,166.98,582,47759.24,Positive,2228.32,27.5,3.6,Marathon,2024-02-20
3de460d4-7ebf-4699-a748-3aebaa1ed691,68252.63,258,1216.7,629,7848.55,Positive,531.71,84.15,7.34,Marathon,2021-06-25
b3a7fe6f-3e38-4136-874b-ac4ad9806f8a,11864.16,420,1028.2,682,49236.54,Positive,3031.05,87.39,3.39,Gala,2020-04-02
2b713209-d1b3-4abc-b536-2870cd48242f,39230.43,148,319.42,89,1225.89,Positive,3214.24,69.35,7.69,Dinner,2020-02-12
31f2781c-dee3-45b5-bf1d-12936a23df73,8726.17,70,1515.76,898,3549.49,Positive,3207.26,17.63,8.96,Dinner,2023-07-20
3f31293b-e5bd-44bd-aa13-b87acc5001cc,63413.93,416,1421.94,546,10926.87,Neutral,1358.63,83.53,2.03,Dinner,2023-05-20
5aa457c2-c92e-4737-a4de-828cab87bb20,93211.84,155,1456.1,998,4534.41,Neutral,6666.87,89.86,4.28,Auction,2021-01-26
b67f9a88-11e5-47bb-b23f-fe77b98d02e3,39620.88,132,1607.35,737,35910.06,Negative,9692.86,8.01,5.38,Marathon,2020-07-30
06e4481e-8ff0-4fe7-966f-09f5ef7fbdea,50372.36,120,1633.83,73,17476.63,Neutral,7067.73,51.96,2.33,Auction,2020-10-22
2dcb20f1-78e7-4187-af68-bf26aed03888,25746.52,420,18.75,316,26188.17,Negative,194.58,67.71,1.08,Auction,2021-05-20
5ad59c08-acae-412b-8738-0bbf2879d9b9,31489.56,377,1714.27,809,11773.36,Positive,4675.94,33.94,1.34,Dinner,2023-03-06
ab10d9ed-bc0e-4e09-88ad-42445d4d8b89,58140.04,195,1177.97,923,47629.52,Positive,3903.81,40.22,4.55,Dinner,2021-01-16
49ea3efb-ee13-4849-929a-7a2fd0c16d87,68365.55,371,1779.08,371,31632.16,Neutral,7129.01,31.48,6.53,Auction,2024-01-01
c9c70f7c-03fe-440c-88c3-b38f5707ae3f,30725.13,380,684.97,242,16786.13,Neutral,3042.07,94.22,3.8,Auction,2020-04-25
89e2d8e7-f06a-4d9a-b69d-4ab8bcb192ce,14262.52,213,1593.1,184,39692.45,Positive,6819.29,83.44,9.46,Gala,2024-02-19
c2ddd666-f698-4991-89c2-2db3e907c1e0,59199.77,409,761.08,970,12530.4,Negative,3554.56,49.04,8.04,Auction,2023-01-20
463cb45a-d7a0-4c7e-b2bd-c526afed9190,97391.0,73,1878.26,520,10641.08,Positive,3477.39,77.61,2.79,Auction,2020-04-05
b3434d27-1c55-437c-8ee3-4ccf68e11266,98602.61,177,23.93,512,40767.77,Positive,4222.6,10.83,8.83,Marathon,2020-12-11
c1618e53-69e3-47ee-878a-5e217e16dfb9,65954.58,159,1457.97,271,30283.09,Negative,693.11,48.55,4.47,Auction,2020-10-21
29a0c9f5-921c-47fd-8997-758bc9c729ec,57914.65,372,167.82,384,31240.15,Positive,6754.0,42.76,4.85,Dinner,2024-02-06
b0292e3e-a85b-468e-b89a-4e70461aad2b,7494.62,151,1765.01,708,37520.36,Neutral,1386.17,41.66,1.06,Dinner,2024-06-03
a9fb618b-c7c5-429d-b970-c956ce65ecc2,91030.87,344,158.18,535,23958.33,Positive,8001.89,91.57,9.32,Auction,2022-11-22
401e79ae-a88b-4380-bd27-0008e048d89b,5914.93,77,1274.48,231,2739.09,Positive,528.12,39.07,5.87,Marathon,2022-08-05
43e2120a-b573-4f53-9b28-e25f3eb1ab81,79264.31,313,1952.82,347,24957.94,Negative,2352.36,54.69,8.75,Auction,2024-06-18
ac0805b7-5293-4576-b869-fa55a4d9cd27,7776.58,199,1793.05,921,34091.44,Negative,9330.96,19.24,0.64,Gala,2023-05-27
952f62c9-ffe6-4d40-bfcb-fdf437d2afc2,75148.4,462,1187.59,437,20497.45,Neutral,9951.75,7.23,2.06,Gala,2020-10-17
b771edd2-f694-4745-b8ea-01d1c9bf2b2d,95452.62,319,786.76,841,40363.27,Negative,3866.0,13.94,5.8,Gala,2023-11-02
9980fbe3-99ba-4a7f-bea8-993a3496722c,6895.65,324,1724.64,832,17083.56,Negative,8070.4,41.83,2.59,Gala,2023-07-12
a4e9d2a1-5078-4fb9-ab2a-764a12012abe,61523.5,473,546.0,114,17306.31,Neutral,8095.07,68.65,2.6,Marathon,2021-10-16
e0615422-8245-470b-a2b0-bdd95f161a38,41790.68,161,624.66,43,49351.17,Neutral,4867.85,65.95,0.59,Auction,2023-01-23
18ff48f0-cd96-4176-b70f-fef3b413c65e,18743.39,258,1813.75,922,25824.57,Positive,1995.14,69.21,10.0,Marathon,2020-02-07
df3f4fca-e5b2-4a0a-9bf6-ae57d59eeec3,16840.9,122,63.69,241,41799.36,Negative,1818.13,17.19,7.93,Auction,2022-02-12
99244801-b28e-4583-9b33-d7d49a6acf6e,32002.63,341,958.43,926,45779.22,Negative,4251.17,18.38,6.66,Auction,2023-10-26
db6cd678-3ae3-4735-8cae-b4cce379ad2c,11992.51,168,1561.54,473,32989.99,Negative,9664.71,99.57,3.24,Dinner,2021-08-14
90475acf-d1ae-4515-85ea-ee77e89bb922,54922.8,150,131.45,40,2723.43,Negative,5265.29,41.78,4.45,Auction,2024-06-27
1fe0fe17-3219-4a73-aeaf-0d1cab4f4f6e,89159.75,411,596.42,730,36191.45,Neutral,4327.41,95.81,5.41,Auction,2021-04-26
2204b84b-0f12-4610-b768-c6d396b98ad1,2268.55,103,1413.08,920,5419.79,Positive,7787.96,40.02,3.13,Dinner,2023-10-28
c838db6f-b747-48b3-b018-a16b40934ed9,69900.84,477,509.4,192,39983.26,Positive,4609.49,98.38,3.45,Auction,2022-02-11
5cd9e739-639d-4a44-8688-d588dfd5362d,6078.84,473,1598.85,302,8557.62,Neutral,2296.74,46.49,8.13,Marathon,2021-05-26
8ea9d439-9d99-43f2-80b5-015596c3fba3,40099.06,338,311.77,908,3435.02,Neutral,2967.08,87.83,7.31,Auction,2022-09-07
f608729a-f480-4df3-8f9f-b190fe5b0440,55453.99,273,482.23,40,9643.5,Negative,2042.93,78.34,0.38,Auction,2020-07-22
6bbf78c3-89a7-4b34-a37d-8a853d3b0a6b,25951.39,144,1041.79,988,47568.89,Positive,9473.1,58.79,4.78,Dinner,2021-12-16
b00bb578-6d4f-425d-888b-09ab2f88bd7c,95225.68,390,350.49,420,35054.94,Negative,1537.28,55.91,3.25,Auction,2020-07-24
