Donor ID,Age,Gender,Location,Income Level,Donation Amounts,Frequency,Date of Donations,Donation Channels,Donor Segmentation,Event Type
e7130379-247e-4096-85fd-759a6e4ead2d,55,Male,Ramirezport,High,101.02,Monthly,2023-06-09,Events,First-time donor,Gala
a34d89d3-9b18-4aea-a811-2b5a094107cf,47,Non-binary,New Cody,High,258.53,Quarterly,2023-03-17,Events,Major donor,Marathon
12beb38e-7678-4741-b3e8-94c6b21186f1,70,Male,Jamesberg,High,519.55,Annually,2020-11-30,Mail,Repeat donor,Gala
2c0269cd-802b-43a5-a3f8-49d4ff415588,26,Non-binary,Molinastad,Medium,247.13,Monthly,2023-09-16,Events,Major donor,Marathon
f2fbe3aa-a687-4f3a-a6bf-66b02e592bb4,74,Male,North John,Low,614.43,Quarterly,2020-07-13,Events,Major donor,Dinner
309782cc-c959-433c-8fc4-180b64c68c96,50,Male,Heatherburgh,Medium,999.82,Quarterly,2020-10-23,Events,Repeat donor,Auction
4d3990f1-59e8-414a-b0df-af6f1ea72434,37,Male,Campbellville,High,870.99,Annually,2023-03-02,Events,Major donor,Marathon
89d741e6-05cc-4f7c-8a2f-87aa20d6b53b,76,Male,Nelsonfurt,Low,448.02,Annually,2022-08-01,Online,First-time donor,Gala
0d910789-88ea-42d9-bf39-646f4d8099fc,63,Non-binary,Guerraview,Low,27.32,Quarterly,2023-05-21,Mail,Repeat donor,Auction
3baa94a0-6501-4f79-8ab7-67b1aabe0897,25,Female,South Jacobview,Medium,625.48,Monthly,2021-06-15,Events,Major donor,Gala
35a7a261-0499-40e2-a047-4b4097a1cef0,22,Male,Stephaniefort,Low,853.38,Annually,2021-12-23,Events,First-time donor,Marathon
2b9e52cb-b39c-4078-b592-869c3dee095c,73,Male,East Garyside,Medium,614.22,Monthly,2022-12-08,Events,Major donor,Auction
7f63aa18-04c1-4480-8cc5-e3b589061c7c,43,Male,North Stephanie,High,390.87,Quarterly,2024-05-10,Events,First-time donor,Gala
0636acde-2341-464d-bc0c-cb97777c3ad0,50,Male,Annashire,Low,792.94,Quarterly,2021-12-14,Online,Major donor,Marathon
78addb45-8e24-4cf8-8980-7f454f6181c3,45,Female,Julieview,Medium,226.05,Annually,2024-05-01,Events,First-time donor,Marathon
35ef98af-4ff1-499f-95bb-24c6f5079d5e,55,Female,South Carmen,High,809.36,Quarterly,2021-03-20,Online,Repeat donor,Marathon
fcde68e9-27c3-418b-ab0c-f5f0f17b8dea,80,Female,Lake Lisa,Medium,760.87,Monthly,2024-05-09,Mail,Repeat donor,Marathon
40c2e787-143a-448b-b9e5-33cb36dc8229,24,Female,South Christopherton,High,618.85,Annually,2022-01-31,Events,First-time donor,Gala
3f560ca1-dbdb-40ee-9375-49406a9983b5,68,Female,Lake Tylerville,High,674.76,Annually,2020-09-29,Online,Major donor,Marathon
be6acd28-4c4c-4f98-99db-722111665288,56,Male,North Alyssa,Low,193.52,Monthly,2021-07-06,Mail,Repeat donor,Dinner
3ffeeded-bcb0-4785-8494-c97441dc819a,44,Non-binary,Liside,Medium,939.59,Annually,2020-04-23,Events,First-time donor,Dinner
8fc1cca9-5c1b-4133-aff7-a428987b7908,73,Male,Orozcoland,High,453.98,Quarterly,2020-02-20,Events,First-time donor,Marathon
acc0ed94-7f55-46c8-9548-cdafb0296b4a,41,Female,West Michaelville,High,446.19,Quarterly,2020-01-25,Events,Repeat donor,Gala
da15ccb1-fe7c-4c50-bda1-c0414a03d5e3,34,Male,Stephaniefort,High,200.98,Monthly,2022-10-21,Online,Repeat donor,Marathon
e2cdcadd-ab34-46f5-a39b-028717c94db8,34,Male,South Saraborough,Medium,617.78,Annually,2021-07-25,Events,Major donor,Dinner
c12dbc66-6c14-48ba-bb24-304bcc4595b5,55,Male,Stephensborough,Low,476.41,Annually,2020-01-28,Events,Major donor,Gala
a9ce5d3e-1204-43d5-9c38-a867b4b90f53,78,Non-binary,North Robert,Low,555.73,Annually,2023-07-25,Online,Major donor,Dinner
11469535-51f1-4b0a-8bed-5541ed1b7024,47,Female,Deborahshire,High,414.28,Annually,2022-05-16,Mail,Major donor,Auction
146b16c3-b6e2-4262-8a47-50b4ba052cc6,28,Male,New David,Low,804.14,Quarterly,2021-09-17,Online,First-time donor,Auction
94a699b2-f469-4cb6-8b85-0d0e68bfdd9c,30,Non-binary,West Zacharyfort,High,517.33,Monthly,2024-06-23,Mail,First-time donor,Dinner
29627448-6608-46e3-a809-7c3eccb55bf1,44,Male,Caseyhaven,Medium,231.34,Annually,2021-10-27,Online,First-time donor,Marathon
5212ac59-2701-4568-b32c-2221af638fc1,41,Non-binary,West Jessica,High,894.66,Quarterly,2024-02-09,Online,Repeat donor,Auction
63ba99c6-9ef0-4ff6-ab38-46b8d6a6cabf,33,Male,Cruzside,High,262.46,Quarterly,2024-03-07,Mail,First-time donor,Dinner
1fd4e485-5319-4850-b231-67d3e2fece44,79,Male,Port Kaylabury,High,444.82,Quarterly,2023-09-22,Mail,Repeat donor,Dinner
2c6c8946-b8ce-4bd2-a05c-cf15bae5b3ba,77,Female,South Sean,High,145.1,Monthly,2021-07-19,Events,Major donor,Gala
c6938fab-dcc4-4e46-b549-c656c62736a7,52,Male,East Ericashire,Low,205.31,Annually,2020-12-28,Mail,Major donor,Marathon
c0af355c-42dc-4245-9da6-7ea6421b22e1,79,Non-binary,East Patricia,Medium,365.22,Quarterly,2023-09-08,Online,Repeat donor,Gala
8c0f057e-1f67-4d9c-9404-95f8547a811e,21,Non-binary,New Stephanie,Low,818.03,Quarterly,2023-03-14,Mail,First-time donor,Auction
e761f416-f657-40f7-95fe-3ea1663440dd,35,Male,Ashleystad,Medium,950.09,Quarterly,2020-04-18,Mail,Major donor,Marathon
b27f24f5-b084-4ca9-bb98-01391a4ea6e1,75,Non-binary,Lake Michael,High,354.25,Annually,2021-03-26,Events,First-time donor,Marathon
6cb3e03f-3f81-4e84-b6eb-29af6ce8d34b,70,Female,Nicholsonport,Medium,88.3,Annually,2020-08-08,Mail,Major donor,Dinner
a3d2d312-f4c9-4a4f-9d4e-be125d5b1a71,64,Male,Brownview,Medium,941.17,Quarterly,2022-08-11,Online,Major donor,Marathon
0d5ad20a-450b-424b-b5d8-d3254e32a35c,18,Female,West Travisside,Medium,613.2,Annually,2020-03-15,Events,First-time donor,Marathon
191c9cd1-85f7-4942-89fd-79b3ee973b46,28,Female,Scottside,Low,214.61,Quarterly,2020-10-05,Events,Major donor,Dinner
90cfcd5e-5928-4e79-8175-b2c45e0a85be,22,Non-binary,South Ashleyberg,Medium,453.32,Monthly,2023-09-16,Events,Major donor,Marathon
2ee606df-6897-4d2d-9faf-8dfa26e727c2,58,Male,West Dillon,Low,761.09,Monthly,2023-10-03,Online,Repeat donor,Marathon
e9fa38cf-efe6-48ee-adcb-a1af42824b35,69,Male,Howardtown,High,771.98,Quarterly,2023-08-04,Events,Repeat donor,Auction
edf023e4-0122-4f43-b53b-023c11a7cf7c,57,Non-binary,Jacobfurt,High,547.51,Monthly,2024-05-05,Events,First-time donor,Dinner
a1c34e42-53d0-42f0-bc12-c063985eb349,46,Male,North Jordan,Low,137.79,Monthly,2023-03-12,Events,Major donor,Auction
5635b329-6167-4642-b73d-07551f431d04,61,Male,South Justinberg,Medium,724.83,Monthly,2023-04-30,Online,First-time donor,Gala
56777b7a-45ae-4a5f-9fda-e103ddf15b1e,79,Female,West Kellyfurt,High,711.41,Quarterly,2021-10-17,Events,Major donor,Dinner
28ed6439-ee12-417b-ac05-7f52ad4a656f,47,Non-binary,East Robert,High,10.91,Annually,2021-07-26,Events,First-time donor,Dinner
47ff7bc3-2827-46d0-bd2c-a5a7dfdddeba,77,Female,West Leahberg,High,970.78,Annually,2021-11-25,Events,Repeat donor,Dinner
5455880d-1d3b-4907-81fe-a4bdce190731,28,Female,New Anthonyburgh,Medium,181.65,Quarterly,2021-06-23,Mail,First-time donor,Marathon
4209a01e-bee3-4068-bcb2-207f6eda7337,41,Female,West Donaldborough,Low,105.88,Annually,2022-11-02,Mail,Major donor,Marathon
dc9e6ad8-abe1-4ec9-b04f-c7074bd99573,73,Male,Lake Kristaberg,Medium,313.27,Quarterly,2021-05-17,Mail,Major donor,Dinner
9cce1b21-2001-4289-9622-d63a8b8414b0,56,Female,Port Christopherfort,Low,558.51,Quarterly,2021-12-08,Online,First-time donor,Auction
c42f7f91-58f9-4664-bba5-43bf049a6b0c,66,Male,West Jamesfurt,Medium,682.15,Annually,2023-05-18,Events,First-time donor,Marathon
ff8dd8f9-b1ce-40f6-a581-04bb8a1f5753,37,Non-binary,North Jose,Medium,497.32,Quarterly,2023-09-28,Online,Major donor,Marathon
9612ee5f-f8bf-4b30-a46b-d1d45d12f61f,47,Non-binary,West Steventon,Medium,397.71,Annually,2022-03-31,Online,First-time donor,Auction
ce42c5c4-b353-43a3-b274-810b4bcb71ac,41,Non-binary,New Brian,Low,963.22,Monthly,2024-03-07,Online,Repeat donor,Auction
3693eb51-d305-423c-8dbe-144f8f415b64,38,Female,Thomasport,Medium,868.49,Monthly,2023-08-17,Events,First-time donor,Marathon
e2137cef-da97-45c4-a543-0970d029e9eb,38,Female,Kaufmanhaven,Medium,864.2,Annually,2021-10-07,Events,Major donor,Gala
38bcd728-c929-4d8f-86b7-47b43c9bc3f8,47,Non-binary,Port Melanie,High,411.82,Quarterly,2024-06-27,Mail,Major donor,Gala
8fdb0772-535d-4e97-9117-ee0f8caec3dd,44,Non-binary,Lake Sandra,Medium,812.28,Monthly,2020-11-02,Events,Major donor,Marathon
294765ce-0137-47a5-a7a6-955844f544f0,59,Female,Rachelhaven,Medium,750.46,Monthly,2021-11-25,Mail,Major donor,Marathon
af61ed09-5862-4c63-83d7-1b6c9c87176a,39,Male,Rebeccachester,High,373.87,Annually,2023-02-12,Online,First-time donor,Gala
3e54568c-3ab5-465d-8783-96d425d11f22,56,Non-binary,Heiditon,High,162.01,Monthly,2023-09-19,Online,Repeat donor,Dinner
dfb5f6ea-7bbc-45ff-8b24-174d496ea545,69,Non-binary,Amystad,High,732.16,Monthly,2021-11-15,Mail,Repeat donor,Marathon
975d2ac2-6e9f-46f3-b1a1-7ef309098a9b,28,Female,New Jimmyfurt,Medium,38.19,Annually,2022-08-29,Events,First-time donor,Gala
921faea2-2246-44ce-88aa-24b323234472,58,Non-binary,Anthonyville,Medium,411.49,Monthly,2022-05-26,Mail,Repeat donor,Marathon
068fb9d1-d661-4b41-b8d0-d27c968f2d96,20,Female,Jessicashire,High,972.47,Quarterly,2023-12-11,Mail,First-time donor,Marathon
73741c2f-707f-49f4-90da-4aeddd508d2b,52,Male,Stevenfort,Medium,329.87,Monthly,2024-04-06,Events,First-time donor,Gala
c2f3e9d3-b4e5-4772-ba09-a7df6628fe9d,23,Female,Brettberg,Low,937.41,Monthly,2022-11-08,Online,Repeat donor,Auction
81a85d4d-1c26-4f24-9f58-a24029ff9d8d,39,Female,Mooreside,High,900.37,Quarterly,2021-06-25,Online,Repeat donor,Auction
7a65bc62-1b5a-4e94-90e7-e21468807006,33,Non-binary,Powelltown,Low,316.63,Quarterly,2022-08-20,Events,Repeat donor,Dinner
1ce471a7-07c3-4301-84f4-ec5ccfaabfe2,30,Female,Charlenestad,Low,286.98,Quarterly,2023-04-05,Mail,Major donor,Auction
5051de8e-e428-4bcb-9378-47118ea6727e,47,Male,Lake Richardhaven,Low,181.05,Annually,2023-05-03,Mail,Repeat donor,Auction
2db7496e-40d9-44c0-9344-e192baedc208,40,Male,Lake Marcfort,Low,357.19,Annually,2023-12-08,Online,First-time donor,Marathon
c5291c2a-2c3a-4203-9120-0620ac6930e8,73,Female,Harrishaven,Low,893.4,Monthly,2022-04-09,Mail,Major donor,Marathon
03aeb761-6ac1-45ed-adf8-74b467e072ff,36,Non-binary,New Kellyville,High,805.14,Monthly,2023-01-21,Events,Major donor,Marathon
1fb8928a-74f1-40c7-8c8a-ad55209f42fd,79,Male,Hammondtown,Medium,647.41,Quarterly,2023-04-28,Mail,First-time donor,Auction
67ea08c8-e1f8-420e-8f76-87e6de5ee710,23,Non-binary,West Rachelberg,Medium,457.18,Quarterly,2022-03-23,Events,Major donor,Gala
c4999dda-a6cf-4ae2-a387-860c8a110fb1,30,Non-binary,West Randyburgh,High,88.9,Annually,2020-03-13,Online,First-time donor,Gala
06a3ffea-79a8-473c-9fea-9c5c77539f1e,63,Non-binary,Port Claudia,Medium,626.31,Annually,2021-01-06,Mail,First-time donor,Dinner
66d807c3-b5d3-4849-9680-806f86938437,18,Female,Reynoldsview,Medium,666.37,Annually,2022-04-12,Events,First-time donor,Auction
65f6bdf3-0376-4ce0-9515-f08f055f395f,63,Non-binary,East Elizabethborough,Medium,805.29,Quarterly,2021-04-28,Online,Major donor,Marathon
afe3a7d3-c190-44ee-8047-081ae728dbed,73,Female,Port Rhonda,Medium,392.81,Monthly,2023-11-23,Mail,Major donor,Gala
bbf82bc7-dc94-460b-9831-d1a8258767ce,36,Non-binary,East Larrybury,Medium,205.09,Quarterly,2021-12-11,Events,Repeat donor,Gala
277766f7-fa15-47cd-bf02-7722381b1476,23,Male,Jacksonberg,Medium,854.04,Monthly,2022-02-05,Mail,First-time donor,Auction
97ea9f49-6b95-4533-b660-102f8f9d4c63,56,Female,South Zacharyhaven,High,783.09,Quarterly,2022-04-13,Online,Major donor,Marathon
066ebd86-15d1-4bc1-9ce7-ffbdec8b3c12,26,Male,North Michelle,Low,231.9,Monthly,2023-02-03,Events,Repeat donor,Gala
b1975673-332d-4597-a2a1-666b619b456f,30,Non-binary,Cohenton,Medium,963.21,Monthly,2021-07-18,Events,Repeat donor,Marathon
697f3259-4dba-48cb-9579-d57126199308,56,Female,Port Katelyn,Low,764.76,Quarterly,2022-05-30,Events,Repeat donor,Auction
6d02c0c6-a6cf-46a9-9a86-4d2df7ae584d,18,Female,Nathanielfort,High,955.87,Monthly,2024-06-12,Mail,Major donor,Marathon
5347c32c-7a2a-4fbb-9c82-3f22fbd3e9a7,75,Male,Kristenshire,High,13.77,Monthly,2020-04-15,Events,Repeat donor,Gala
46a12d4e-9f0e-4522-94d3-eb80e6b7dc7c,74,Female,South Melissa,Medium,816.24,Annually,2021-11-22,Mail,Major donor,Auction
5294f922-0b69-4756-a392-4f5da254356e,67,Male,South Jerry,Medium,250.73,Annually,2021-12-06,Online,Repeat donor,Auction
27ba84ec-c8f7-4113-82f1-7385aef77426,69,Female,New Janestad,Medium,897.58,Quarterly,2021-01-17,Events,Major donor,Marathon
514c7294-fd9f-4df2-887c-853fb2d25d23,55,Female,North Emily,Medium,47.9,Annually,2023-08-08,Mail,Repeat donor,Auction
1e17f51b-78e4-4f7b-bb04-c8b6fdcc4d0b,79,Female,West Bradley,Medium,129.57,Annually,2023-06-18,Online,Major donor,Dinner
92042f4a-7a4b-4c55-a31e-73e7292c46f4,40,Non-binary,Port Richard,Medium,359.21,Quarterly,2022-09-15,Online,Major donor,Auction
931c1c11-5ed0-4206-9d43-459c79c450c4,32,Male,East Andrewton,Low,41.43,Quarterly,2023-06-28,Events,Major donor,Dinner
7074761b-948f-4db7-9cc3-877ccebcf33c,68,Female,Lake Samantha,Low,445.72,Annually,2023-05-23,Mail,Repeat donor,Dinner
e2902027-d19b-4d14-80cc-43d26653be01,62,Male,Omarchester,High,726.69,Monthly,2021-01-15,Events,First-time donor,Dinner
39bc5f01-82c1-4f09-9b4e-bcb58d1bfc32,45,Male,South Michelle,Low,365.46,Quarterly,2023-06-18,Online,Repeat donor,Marathon
f11fe959-9cf0-4060-a7ae-36185ce7d910,48,Non-binary,North Samuelfort,High,582.72,Monthly,2023-12-01,Online,Repeat donor,Dinner
67369439-8ea2-4096-9aaa-c892731255a8,24,Non-binary,Rodriguezstad,Medium,884.58,Monthly,2022-11-19,Online,First-time donor,Dinner
9288b0d7-1709-4804-86cf-057e49fde03a,18,Male,Alexaton,Medium,795.15,Monthly,2024-03-20,Mail,First-time donor,Dinner
6f72566f-d29c-4a62-a2e4-79eadb08bd1b,52,Non-binary,Hayesfurt,Low,209.49,Monthly,2023-02-23,Mail,First-time donor,Dinner
3a990fab-2979-4b70-9c5e-fd0620a29739,56,Non-binary,West Ronaldville,Medium,488.25,Quarterly,2022-12-04,Online,First-time donor,Auction
789cfb01-a862-4cc0-aaee-66920e249a6c,65,Female,West Brendachester,Medium,745.53,Quarterly,2023-04-20,Events,Major donor,Auction
8154a0c1-1f63-42dc-8fbb-edc9a7580cf1,40,Female,Morganview,Low,252.65,Quarterly,2020-07-31,Online,Major donor,Marathon
23228cc7-3c69-4140-8b72-35ee5878c705,46,Male,East Josephhaven,Medium,22.87,Annually,2022-04-24,Online,First-time donor,Auction
63b8c457-c23b-463e-b2a2-1e47fdcb7afe,33,Non-binary,Kimberlyberg,Medium,144.54,Monthly,2023-08-19,Mail,First-time donor,Dinner
8aa3eb1c-fd94-4b4e-b091-28eddebb6e0f,33,Non-binary,Luisburgh,Low,590.63,Annually,2021-10-07,Events,First-time donor,Auction
65643353-ce2d-49a0-878e-359352c85b1d,64,Male,Shawnstad,High,42.99,Annually,2022-03-31,Online,Repeat donor,Gala
d0b1fdd2-b65a-4f62-9a03-87852432a4f6,62,Non-binary,Tamiberg,Low,531.09,Annually,2021-06-03,Mail,First-time donor,Marathon
06387883-1c6e-4085-aba2-e37f9a073c30,21,Non-binary,Veronicastad,Medium,345.16,Quarterly,2022-01-24,Mail,First-time donor,Marathon
864dce2d-d0d4-439c-8c3a-00f565c72a3f,38,Female,Youngfort,Medium,320.36,Monthly,2021-07-13,Online,First-time donor,Gala
a33f7e03-cdf2-4c41-9927-9b92ff8d963b,31,Non-binary,New Jameschester,High,31.09,Annually,2021-10-21,Events,Major donor,Gala
d2803875-5e85-4a2a-80a1-b4f46d6533c7,20,Non-binary,Kennethport,High,366.5,Annually,2020-12-07,Mail,Repeat donor,Auction
e376763a-6074-4552-94b9-39b4745d8283,39,Male,Port Graceborough,High,550.19,Quarterly,2022-01-11,Events,First-time donor,Marathon
bef63bbd-c99f-4bd2-8ac8-0b479c9c39b8,51,Female,Goodmanview,Low,557.32,Monthly,2021-02-09,Events,Repeat donor,Dinner
002cd356-d287-48b5-9004-cef2808cbb70,80,Non-binary,Robinsonmouth,Medium,446.15,Annually,2020-10-03,Events,Major donor,Gala
e9dc1623-c303-4799-a707-d5e74204a546,56,Non-binary,North Mark,High,971.61,Monthly,2021-01-13,Events,Major donor,Dinner
e6202014-2739-42aa-9a05-0106ca14ebc8,56,Female,Jacobchester,Medium,635.98,Monthly,2021-07-14,Mail,Repeat donor,Gala
a354cb28-ba78-4a54-863d-805a0b5f50c0,23,Male,Phillipsshire,Low,190.54,Annually,2020-07-15,Mail,Major donor,Auction
972bcfda-d372-4b5d-83a0-12776d5530e4,27,Male,Cooperton,Low,690.95,Monthly,2022-07-31,Online,Major donor,Auction
ab2370c8-5b55-490d-b304-c549f48f195a,52,Non-binary,Bassfurt,Medium,972.19,Monthly,2023-08-01,Events,First-time donor,Marathon
494c9991-c4ec-4e94-9f34-747999322984,67,Male,Lynchchester,High,293.34,Monthly,2021-06-30,Events,Major donor,Gala
534b548b-5c83-4467-8597-b5d80bae9333,24,Non-binary,Port Rachel,High,185.73,Monthly,2023-06-16,Online,Major donor,Gala
ae145d67-e2d0-4180-8f08-179402f96c81,29,Male,South Deborahfort,High,858.65,Monthly,2020-10-08,Events,First-time donor,Marathon
67101f5e-b0e0-4ac0-a198-cbee0b1e8e90,54,Male,New Melodyborough,Low,272.19,Quarterly,2023-06-24,Online,First-time donor,Marathon
b7ce1178-314b-4341-801b-6e9c1b7cdaf0,52,Male,Allenborough,Medium,408.65,Annually,2022-08-05,Online,Repeat donor,Gala
175a8bd3-e5cb-4efc-aa7a-cc02d7afe9b8,23,Female,North Charles,High,337.57,Quarterly,2021-03-20,Mail,Major donor,Gala
ecd06100-0ab9-408a-ab46-ededcd5bd828,52,Female,North Maryburgh,Medium,435.26,Monthly,2023-01-30,Mail,First-time donor,Dinner
6184cb2f-b9a2-4760-aa64-d3dfd2db46d3,54,Non-binary,Lake Jacqueline,Low,23.95,Annually,2023-11-01,Online,Repeat donor,Auction
2db397af-d744-4545-8fc3-ececb6353af4,44,Female,East Cynthia,Low,961.87,Monthly,2020-11-24,Online,First-time donor,Gala
10329825-b60d-4952-8025-ff9c2a93ed7b,48,Female,Port Heidi,Medium,192.43,Monthly,2022-09-01,Mail,Repeat donor,Gala
94481de8-d037-499f-9e3b-6194b2d04582,27,Female,Smallview,Medium,622.29,Quarterly,2023-06-16,Online,First-time donor,Auction
a31f872e-232f-4d7d-ab6a-e402c1fd76ce,20,Female,Sheppardchester,High,466.76,Annually,2021-12-07,Mail,Major donor,Auction
7c659f9d-239a-4471-b935-b9ca708914cb,40,Non-binary,Cooperville,Low,247.23,Quarterly,2020-10-15,Online,Major donor,Marathon
9b19d0fa-886b-449b-924c-8637332edd60,47,Male,Port Raymond,Low,470.51,Quarterly,2022-04-22,Mail,Major donor,Auction
f8bfaa58-8940-417e-9b98-92ed2db9d09a,43,Female,New Herbert,High,853.4,Quarterly,2023-02-04,Events,Major donor,Gala
f40a3351-7adc-4e75-b855-08174e6808d2,62,Male,Burgessborough,High,784.94,Quarterly,2022-12-11,Events,First-time donor,Gala
81727e4d-0088-41a8-b6e7-caf06afe774d,20,Female,New Randallmouth,Medium,711.52,Quarterly,2020-08-02,Online,Repeat donor,Auction
5cafa0b0-d4bf-4c64-b1d8-931431097912,36,Non-binary,Lake Michael,Low,791.44,Quarterly,2021-01-07,Online,Major donor,Auction
337635d3-687c-4f13-9289-8b04041b13a4,21,Non-binary,Christyport,Low,471.86,Quarterly,2020-03-13,Mail,Major donor,Dinner
c4fa3909-3777-4202-b7a7-0894c7423629,58,Male,Joneston,Low,149.06,Annually,2020-07-29,Mail,Major donor,Gala
2a7e5f80-982b-4fe7-8a67-c5078340be1b,57,Female,East Megan,High,51.69,Annually,2024-06-02,Online,Repeat donor,Marathon
85f35fb6-79c4-4435-bb45-7dc274b77f98,22,Female,Michaelport,Low,410.35,Annually,2022-07-31,Events,First-time donor,Marathon
689be959-74aa-44d3-ab52-683568cb2703,54,Male,Smithshire,High,325.33,Monthly,2021-06-14,Online,Major donor,Gala
72b04c23-285a-4d0b-9655-579ccfbcbfc5,21,Male,Moniquemouth,Low,962.66,Quarterly,2020-05-28,Mail,Major donor,Gala
7f18d3da-328f-423a-9f7d-9d71bcab9527,50,Non-binary,Port Jenniferburgh,High,158.01,Annually,2023-12-22,Mail,Repeat donor,Dinner
8d202400-6093-4067-9769-bbdbc7f1a80f,32,Male,Lake Stacybury,Low,122.15,Monthly,2024-05-14,Online,Major donor,Gala
6096781b-06f5-422d-8e22-ed99e32cc990,46,Non-binary,Harrishaven,Medium,143.38,Annually,2022-06-16,Events,First-time donor,Marathon
3113a881-4a0e-45d4-99c4-356c6a4921ca,53,Non-binary,Aprilhaven,High,776.32,Quarterly,2020-03-22,Events,First-time donor,Marathon
847ace87-ca74-4fcf-9720-1fa0e2cd228d,61,Non-binary,Thomasshire,Low,909.47,Quarterly,2023-08-20,Events,Repeat donor,Auction
bb4fa398-c4a4-49d9-b914-fbe09370eb4c,80,Male,Hendersonton,Medium,24.46,Monthly,2024-04-29,Mail,Repeat donor,Marathon
4b6e6314-2eb6-4b21-8918-ed5f7e5b4d95,72,Female,Conradport,Low,633.16,Monthly,2022-05-11,Events,First-time donor,Gala
3ced04c1-1bce-440d-acf8-87309acfe166,18,Non-binary,New Tyler,Medium,166.25,Monthly,2022-05-06,Mail,Major donor,Auction
f767ecf7-e865-4768-bab6-0bc52b12e847,63,Male,Mirandaburgh,Medium,443.86,Quarterly,2021-05-07,Events,Repeat donor,Marathon
87c508d3-b09f-4979-b7fa-c92c399e4e0d,38,Male,New Dawn,Medium,721.05,Quarterly,2023-11-26,Mail,Major donor,Gala
122eebd2-3ad7-4877-aeb8-4d68349bf3c7,51,Male,Kennethview,Low,709.0,Monthly,2024-03-13,Events,Repeat donor,Dinner
9079cb02-3928-42d3-8e3a-f45df909fd01,45,Male,West Carolynchester,Medium,190.49,Monthly,2024-03-10,Events,Repeat donor,Auction
ab849f23-e29c-47d9-8a46-b0ffdd4b93e9,29,Male,Gonzalezhaven,Low,814.67,Monthly,2024-05-14,Online,Major donor,Gala
c5389af5-0652-40c6-8377-2735b209ff6f,64,Male,North Luisberg,Medium,410.05,Monthly,2023-07-15,Mail,First-time donor,Dinner
66bf4ecf-e5b5-46ab-982e-c60bd38d9188,57,Female,North Michael,Low,572.62,Monthly,2023-10-24,Events,Major donor,Gala
eebc0779-24b9-4bd3-84cc-4639402f442f,18,Female,Lake Karen,High,80.74,Quarterly,2023-11-02,Mail,First-time donor,Marathon
772a78c0-6305-47f9-9365-517b3ab16e4c,32,Non-binary,New Zacharyfurt,High,861.45,Annually,2022-09-21,Events,First-time donor,Marathon
8e93cfdf-d6d2-46e7-802e-9e03d5503226,65,Non-binary,Melindafort,High,159.62,Annually,2020-02-23,Mail,Repeat donor,Gala
1666bd30-4a21-4553-8234-6112bf71204c,80,Non-binary,West Sara,Medium,454.21,Monthly,2024-03-12,Online,First-time donor,Dinner
b2082931-0147-4909-a4a1-da810b951185,53,Male,Allisonshire,High,727.54,Quarterly,2020-10-04,Mail,Major donor,Dinner
719fecb7-c800-420d-b8a4-7e98ce8e5928,42,Male,North Danielleborough,Medium,847.17,Monthly,2023-04-26,Mail,Major donor,Auction
51b7e3dc-03c9-4426-bf02-c6db2d8a5d1e,37,Female,Josephfort,High,410.98,Quarterly,2022-09-17,Mail,Major donor,Dinner
506757ca-2ed9-44c8-bc01-f9f4ba564506,73,Male,South Antonioborough,High,718.77,Annually,2020-07-14,Events,Major donor,Dinner
8b69f9e4-3866-4e70-97fd-51d10e5314e5,31,Non-binary,Alisonton,Low,364.88,Monthly,2021-03-25,Online,Repeat donor,Auction
112bd5e6-92e1-423f-a2af-b9a7721af964,47,Male,Emilyshire,Medium,140.99,Quarterly,2024-06-05,Mail,Repeat donor,Marathon
5d2abd70-2adc-4103-8f94-4bc4d24b8fdc,53,Non-binary,Palmerview,Low,986.05,Quarterly,2024-01-08,Online,Repeat donor,Marathon
e9b75b6c-377e-4c21-b784-fb019697a120,40,Male,Grantmouth,Medium,460.91,Annually,2021-06-02,Online,First-time donor,Gala
61d2d484-6589-4569-8af0-7ab735ecf049,76,Female,Lake Patrickberg,Medium,900.37,Monthly,2022-07-14,Mail,First-time donor,Marathon
bfdcdec2-59ba-40dc-a70c-b030ab29d118,40,Male,North Johnny,Low,875.76,Monthly,2023-06-21,Events,Major donor,Gala
e5930ed9-29bd-4708-a296-79fae797d93f,23,Female,Port Jamieton,Low,990.59,Monthly,2020-11-09,Events,First-time donor,Gala
7ede9b1f-fc52-440c-b160-5eb6a49f30a0,50,Non-binary,Rebeccaville,High,663.22,Quarterly,2020-01-20,Mail,First-time donor,Auction
15f2a06b-3e29-4a5e-885f-e440a19e0986,28,Male,Alvaradoville,Medium,350.95,Monthly,2024-05-01,Online,Repeat donor,Dinner
1137fdc9-f60c-4c8b-8763-39f0fa1d7111,51,Male,Lake Robertland,Low,536.74,Monthly,2023-09-08,Online,Repeat donor,Auction
e695473f-0e5d-4432-9d4e-46a83dd84b37,49,Male,West Pamela,High,456.29,Quarterly,2023-06-23,Events,First-time donor,Gala
5dc5c9ba-033e-4802-89b9-dd8c9fcb55bd,77,Male,Madisonfurt,Medium,997.29,Annually,2021-05-23,Mail,First-time donor,Auction
9a89d1fd-be5d-4184-980b-34fd065fddae,39,Male,Wayneton,Medium,422.83,Monthly,2021-11-08,Online,Repeat donor,Marathon
5aa60091-e913-48b0-bfb0-66ed86593c56,33,Male,Yolandastad,Low,653.64,Annually,2022-04-16,Events,Repeat donor,Auction
